Drone_ID,Elapsed_ms,Pitch,Roll,Yaw,Velocity_ms,Altitude_m,GPR_Score,Deviation_Flag,Detected_Mine_ID,Camera_Frame_URL,Pos_X,Pos_Y,Pos_Z
drone_2,48900,-0.0015,0.0242,-2.3515,4.7517,33.92,0.9763,0,9,http://internal-drone-net/cam/drone_2/frame_00048900.jpg,129.8957,256.8425,33.92
drone_1,49000,-0.0142,-0.0088,-2.3368,4.9527,20.32,0.967,0,11,http://internal-drone-net/cam/drone_1/frame_00049000.jpg,114.4107,206.9513,20.32
drone_2,49000,0.0151,0.0393,-2.362,5.0413,20.87,0.9982,0,9,http://internal-drone-net/cam/drone_2/frame_00049000.jpg,129.5495,256.4817,20.87
drone_1,49100,-0.0241,0.0219,-2.0836,4.7996,27.7,0.9818,0,11,http://internal-drone-net/cam/drone_1/frame_00049100.jpg,114.082,206.4404,27.7
drone_2,49100,-0.0231,0.0292,-2.3068,4.958,28.31,0.9638,0,9,http://internal-drone-net/cam/drone_2/frame_00049100.jpg,129.2034,256.1209,28.31
drone_1,49200,-0.0143,-0.0015,-2.1107,5.2189,30.96,0.9892,0,11,http://internal-drone-net/cam/drone_1/frame_00049200.jpg,113.8316,206.0077,30.96
drone_2,49200,-0.0111,0.0161,-2.3257,4.6587,33.14,0.9822,0,9,http://internal-drone-net/cam/drone_2/frame_00049200.jpg,128.8572,255.7602,33.14
drone_1,49300,-0.0206,0.0229,-2.1025,4.5656,28.8,0.9856,0,11,http://internal-drone-net/cam/drone_1/frame_00049300.jpg,113.5812,205.5749,28.8
drone_2,49300,0.0098,0.0221,-2.3131,4.9554,27.01,0.9602,0,9,http://internal-drone-net/cam/drone_2/frame_00049300.jpg,128.511,255.3994,27.01
drone_1,49400,-0.007,-0.0101,-2.0687,5.043,24.21,0.9759,0,11,http://internal-drone-net/cam/drone_1/frame_00049400.jpg,113.3307,205.1422,24.21
drone_2,49400,0.0155,-0.0034,-2.3654,4.9069,25.71,0.9612,0,9,http://internal-drone-net/cam/drone_2/frame_00049400.jpg,128.1649,255.0386,25.71
drone_1,49500,0.0192,0.0084,-2.0955,5.1649,32.66,0.9977,0,11,http://internal-drone-net/cam/drone_1/frame_00049500.jpg,113.0803,204.7094,32.66
drone_2,49500,-0.0103,-0.007,-2.4081,4.9019,36.38,0.9775,0,9,http://internal-drone-net/cam/drone_2/frame_00049500.jpg,127.8187,254.6778,36.38
drone_1,49600,0.0061,0.0311,-0.3193,5.1193,31.3,0.9657,0,11,http://internal-drone-net/cam/drone_1/frame_00049600.jpg,113.503,204.4674,31.3
drone_2,49600,0.036,-0.0211,-2.4017,5.0519,23.55,0.9686,0,9,http://internal-drone-net/cam/drone_2/frame_00049600.jpg,127.4725,254.317,23.55
drone_1,49700,0.0011,-0.0069,-0.2796,4.9855,25.59,0.9736,0,11,http://internal-drone-net/cam/drone_1/frame_00049700.jpg,113.9811,204.321,25.59
drone_2,49700,-0.0146,-0.0306,-2.3338,5.0182,34.89,0.9817,0,9,http://internal-drone-net/cam/drone_2/frame_00049700.jpg,127.1264,253.9562,34.89
drone_1,49800,-0.0227,-0.0087,-0.2587,4.9893,20.15,0.9865,0,11,http://internal-drone-net/cam/drone_1/frame_00049800.jpg,114.4592,204.1746,20.15
drone_2,49800,-0.0329,-0.0018,-2.3784,4.7972,22.87,0.9699,0,9,http://internal-drone-net/cam/drone_2/frame_00049800.jpg,126.7802,253.5954,22.87
drone_1,49900,-0.002,0.0034,-0.3204,4.8859,24.43,0.9748,0,11,http://internal-drone-net/cam/drone_1/frame_00049900.jpg,114.9373,204.0282,24.43
drone_2,49900,0.0033,0.0147,-2.3352,5.1409,33.64,0.9808,0,9,http://internal-drone-net/cam/drone_2/frame_00049900.jpg,126.4341,253.2346,33.64
drone_1,50000,-0.0085,0.0015,-0.2923,4.9567,20.48,0.992,0,11,http://internal-drone-net/cam/drone_1/frame_00050000.jpg,115.4154,203.8818,20.48
drone_2,50000,-0.017,-0.0091,-2.2808,5.0166,28.0,0.9633,0,9,http://internal-drone-net/cam/drone_2/frame_00050000.jpg,126.0879,252.8738,28.0
drone_1,50100,0.0206,0.0576,-0.2696,4.71,24.06,0.994,0,11,http://internal-drone-net/cam/drone_1/frame_00050100.jpg,115.8935,203.7355,24.06
drone_2,50100,0.009,0.0028,-2.3384,4.8295,28.83,0.994,0,9,http://internal-drone-net/cam/drone_2/frame_00050100.jpg,125.7417,252.513,28.83
drone_1,50200,-0.0123,0.0263,-0.2576,4.8742,27.07,0.9641,0,11,http://internal-drone-net/cam/drone_1/frame_00050200.jpg,116.3716,203.5891,27.07
drone_2,50200,-0.0258,0.0103,-2.3521,4.8569,31.42,0.9922,0,9,http://internal-drone-net/cam/drone_2/frame_00050200.jpg,125.3956,252.1522,31.42
drone_1,50300,0.0077,0.0011,-0.2806,4.8609,33.3,0.982,0,11,http://internal-drone-net/cam/drone_1/frame_00050300.jpg,116.8497,203.4427,33.3
drone_2,50300,-0.0097,0.0018,-2.3022,5.0022,25.04,0.9883,0,9,http://internal-drone-net/cam/drone_2/frame_00050300.jpg,125.0494,251.7915,25.04
drone_1,50400,-0.021,-0.01,-0.9822,4.843,25.7,0.9972,0,11,http://internal-drone-net/cam/drone_1/frame_00050400.jpg,117.4543,202.9254,25.7
drone_2,50400,0.0105,0.0003,-2.3495,4.9823,22.44,0.9644,0,9,http://internal-drone-net/cam/drone_2/frame_00050400.jpg,124.7032,251.4307,22.44
drone_1,50500,0.0476,-0.0189,-1.0061,5.0112,23.35,0.9612,0,11,http://internal-drone-net/cam/drone_1/frame_00050500.jpg,117.7305,202.5086,23.35
drone_2,50500,0.0167,0.0123,-2.2874,5.1109,29.28,0.0936,0,-1,http://internal-drone-net/cam/drone_2/frame_00050500.jpg,124.3571,251.0699,29.28
drone_1,50600,0.025,-0.0013,-0.9856,5.0866,31.56,0.9752,0,11,http://internal-drone-net/cam/drone_1/frame_00050600.jpg,118.0067,202.0918,31.56
drone_2,50600,0.0096,0.0012,-2.3526,5.2092,24.02,0.0021,0,-1,http://internal-drone-net/cam/drone_2/frame_00050600.jpg,124.0109,250.7091,24.02
drone_1,50700,-0.0012,-0.0243,-1.0453,5.1756,25.01,0.9816,0,11,http://internal-drone-net/cam/drone_1/frame_00050700.jpg,118.283,201.675,25.01
drone_2,50700,-0.0034,-0.0038,-2.2981,5.1536,33.31,0.0054,0,-1,http://internal-drone-net/cam/drone_2/frame_00050700.jpg,123.6647,250.3483,33.31
drone_1,50800,-0.017,0.0085,-1.0155,5.2895,29.9,0.9771,0,11,http://internal-drone-net/cam/drone_1/frame_00050800.jpg,118.5592,201.2582,29.9
drone_2,50800,0.0357,0.004,-2.3804,5.1511,28.32,0.2303,0,-1,http://internal-drone-net/cam/drone_2/frame_00050800.jpg,123.3186,249.9875,28.32
drone_1,50900,-0.0321,-0.0047,-1.0066,5.1767,26.71,0.9786,0,11,http://internal-drone-net/cam/drone_1/frame_00050900.jpg,118.8354,200.8414,26.71
drone_2,50900,-0.0042,0.0043,-2.303,4.95,22.83,0.182,0,-1,http://internal-drone-net/cam/drone_2/frame_00050900.jpg,122.9724,249.6267,22.83
drone_1,51000,-0.0149,0.0438,-1.0074,5.1724,20.82,0.9796,0,11,http://internal-drone-net/cam/drone_1/frame_00051000.jpg,119.1116,200.4247,20.82
drone_2,51000,0.0131,-0.0007,-2.3215,4.9149,35.62,0.215,0,-1,http://internal-drone-net/cam/drone_2/frame_00051000.jpg,122.6262,249.2659,35.62
drone_1,51100,0.0319,-0.0075,-1.0202,4.9296,28.46,0.9669,0,11,http://internal-drone-net/cam/drone_1/frame_00051100.jpg,119.3878,200.0079,28.46
drone_2,51100,-0.022,0.0114,-2.3234,5.1199,23.05,0.1968,0,-1,http://internal-drone-net/cam/drone_2/frame_00051100.jpg,122.2801,248.9051,23.05
drone_1,51200,0.0158,-0.0044,-0.9884,4.8786,26.35,0.9842,0,11,http://internal-drone-net/cam/drone_1/frame_00051200.jpg,119.664,199.5911,26.35
drone_2,51200,-0.0436,0.0036,-2.3595,4.9844,27.4,0.2015,0,-1,http://internal-drone-net/cam/drone_2/frame_00051200.jpg,121.9339,248.5443,27.4
drone_1,51300,-0.0073,0.0093,-0.9853,4.863,20.24,0.9821,0,11,http://internal-drone-net/cam/drone_1/frame_00051300.jpg,119.9402,199.1743,20.24
drone_2,51300,-0.0233,-0.0213,-2.303,5.0627,25.79,0.0095,0,-1,http://internal-drone-net/cam/drone_2/frame_00051300.jpg,121.5877,248.1835,25.79
drone_1,51400,0.006,-0.0025,-1.0103,5.0056,30.67,0.9868,0,11,http://internal-drone-net/cam/drone_1/frame_00051400.jpg,120.2164,198.7575,30.67
drone_2,51400,-0.0133,-0.0186,-2.3359,5.1823,35.07,0.2072,0,-1,http://internal-drone-net/cam/drone_2/frame_00051400.jpg,121.2416,247.8228,35.07
drone_1,51500,0.0105,-0.0001,-0.9835,5.1585,28.72,0.9974,0,11,http://internal-drone-net/cam/drone_1/frame_00051500.jpg,120.4926,198.3407,28.72
drone_2,51500,-0.0033,0.0034,-2.3556,5.0002,33.82,0.2047,0,-1,http://internal-drone-net/cam/drone_2/frame_00051500.jpg,120.8954,247.462,33.82
drone_1,51600,-0.0074,0.0038,-1.021,5.0321,25.95,0.972,0,11,http://internal-drone-net/cam/drone_1/frame_00051600.jpg,120.7688,197.924,25.95
drone_2,51600,0.0112,0.038,-2.3391,4.8237,28.16,0.1959,0,-1,http://internal-drone-net/cam/drone_2/frame_00051600.jpg,120.5493,247.1012,28.16
drone_1,51700,0.0215,-0.0063,-0.9753,5.1019,21.59,0.9892,0,11,http://internal-drone-net/cam/drone_1/frame_00051700.jpg,121.045,197.5072,21.59
drone_2,51700,-0.0024,-0.0075,-2.3475,4.9789,34.68,0.1056,0,-1,http://internal-drone-net/cam/drone_2/frame_00051700.jpg,120.2031,246.7404,34.68
drone_1,51800,-0.0136,0.0149,-0.9425,4.9701,21.49,0.96,0,11,http://internal-drone-net/cam/drone_1/frame_00051800.jpg,121.3213,197.0904,21.49
drone_2,51800,-0.0166,0.0226,-2.3028,4.7255,29.86,0.0076,0,-1,http://internal-drone-net/cam/drone_2/frame_00051800.jpg,119.8569,246.3796,29.86
drone_1,51900,0.0121,-0.0288,-0.9405,5.1405,21.05,0.9623,0,11,http://internal-drone-net/cam/drone_1/frame_00051900.jpg,121.5975,196.6736,21.05
drone_2,51900,0.0218,0.008,-2.3449,4.9947,27.8,0.0357,0,-1,http://internal-drone-net/cam/drone_2/frame_00051900.jpg,119.5108,246.0188,27.8
drone_1,52000,0.0116,-0.003,-1.0621,4.9331,29.1,0.9979,0,11,http://internal-drone-net/cam/drone_1/frame_00052000.jpg,121.8737,196.2568,29.1
drone_2,52000,0.0037,-0.0105,-2.3479,5.0837,23.54,0.148,0,-1,http://internal-drone-net/cam/drone_2/frame_00052000.jpg,119.1646,245.658,23.54
drone_1,52100,0.0335,0.0086,-0.9564,5.0435,31.41,0.9918,0,11,http://internal-drone-net/cam/drone_1/frame_00052100.jpg,122.1499,195.84,31.41
drone_2,52100,0.0158,-0.015,-2.3041,4.7546,27.53,0.2497,0,-1,http://internal-drone-net/cam/drone_2/frame_00052100.jpg,118.8184,245.2972,27.53
drone_1,52200,-0.0143,0.0048,-1.0005,4.9402,29.56,0.9957,0,11,http://internal-drone-net/cam/drone_1/frame_00052200.jpg,122.4261,195.4233,29.56
drone_2,52200,-0.0092,-0.009,-2.3382,4.8157,30.33,0.1121,0,-1,http://internal-drone-net/cam/drone_2/frame_00052200.jpg,118.4723,244.9364,30.33
drone_1,52300,-0.0146,0.008,-0.9588,4.8787,33.82,0.9679,0,11,http://internal-drone-net/cam/drone_1/frame_00052300.jpg,122.7023,195.0065,33.82
drone_2,52300,-0.0222,-0.0023,-2.3389,4.8376,25.72,0.0221,0,-1,http://internal-drone-net/cam/drone_2/frame_00052300.jpg,118.1261,244.5756,25.72
drone_1,52400,0.0224,-0.0197,-2.1125,4.8298,24.36,0.9827,0,11,http://internal-drone-net/cam/drone_1/frame_00052400.jpg,122.6755,194.2316,24.36
drone_2,52400,-0.0048,0.0005,-2.3187,4.7709,35.25,0.2094,0,-1,http://internal-drone-net/cam/drone_2/frame_00052400.jpg,117.7799,244.2148,35.25
drone_1,52500,0.0021,0.028,-2.1352,5.0673,26.38,0.9731,0,11,http://internal-drone-net/cam/drone_1/frame_00052500.jpg,122.42,193.8018,26.38
drone_2,52500,0.0071,-0.0073,-2.1435,5.0343,28.69,0.174,0,-1,http://internal-drone-net/cam/drone_2/frame_00052500.jpg,117.2138,243.4614,28.69
drone_1,52600,-0.0156,0.0158,-2.117,4.8733,32.72,0.9992,0,11,http://internal-drone-net/cam/drone_1/frame_00052600.jpg,122.1644,193.372,32.72
drone_2,52600,0.0259,0.0447,-2.1382,4.8484,31.96,0.1594,0,-1,http://internal-drone-net/cam/drone_2/frame_00052600.jpg,116.9583,243.0316,31.96
drone_1,52700,-0.0448,-0.0084,-2.1273,4.9108,28.78,0.9784,0,11,http://internal-drone-net/cam/drone_1/frame_00052700.jpg,121.9089,192.9422,28.78
drone_2,52700,0.0198,-0.0333,-2.077,5.3948,24.92,0.0776,0,-1,http://internal-drone-net/cam/drone_2/frame_00052700.jpg,116.7028,242.6018,24.92
drone_1,52800,-0.0406,-0.0119,-2.1658,5.3437,25.42,0.9885,0,11,http://internal-drone-net/cam/drone_1/frame_00052800.jpg,121.6534,192.5125,25.42
drone_2,52800,-0.0025,-0.0034,-2.1595,5.179,31.98,0.1218,0,-1,http://internal-drone-net/cam/drone_2/frame_00052800.jpg,116.4472,242.1721,31.98
drone_1,52900,0.0159,0.009,-2.1014,5.0666,26.46,0.9984,0,11,http://internal-drone-net/cam/drone_1/frame_00052900.jpg,121.3978,192.0827,26.46
drone_2,52900,-0.0051,0.006,-2.075,5.1826,20.9,0.0421,0,-1,http://internal-drone-net/cam/drone_2/frame_00052900.jpg,116.1917,241.7423,20.9
drone_1,53000,-0.0093,-0.0064,-2.1128,4.8586,34.23,0.9768,0,11,http://internal-drone-net/cam/drone_1/frame_00053000.jpg,121.1423,191.6529,34.23
drone_2,53000,-0.0399,0.0322,-2.1683,5.0599,21.35,0.1782,0,-1,http://internal-drone-net/cam/drone_2/frame_00053000.jpg,115.9362,241.3125,21.35
drone_1,53100,0.0229,-0.0046,-2.0984,5.0436,23.47,0.9747,0,11,http://internal-drone-net/cam/drone_1/frame_00053100.jpg,120.8868,191.2232,23.47
drone_2,53100,-0.0169,0.0203,-2.113,5.0622,31.31,0.0774,0,-1,http://internal-drone-net/cam/drone_2/frame_00053100.jpg,115.6806,240.8828,31.31
drone_1,53200,0.0019,-0.0267,-2.0894,4.7285,30.33,0.9757,0,11,http://internal-drone-net/cam/drone_1/frame_00053200.jpg,120.6312,190.7934,30.33
drone_2,53200,0.0199,0.0191,-2.0949,5.2466,27.16,0.2038,0,-1,http://internal-drone-net/cam/drone_2/frame_00053200.jpg,115.4251,240.453,27.16
drone_1,53300,-0.0317,0.0143,-2.1408,5.1906,25.4,0.9736,0,11,http://internal-drone-net/cam/drone_1/frame_00053300.jpg,120.3757,190.3636,25.4
drone_2,53300,0.011,-0.0272,-2.0981,4.6837,21.58,0.1549,0,-1,http://internal-drone-net/cam/drone_2/frame_00053300.jpg,115.1696,240.0232,21.58
drone_1,53400,-0.0332,-0.0025,-2.1691,5.1295,28.31,0.9604,0,11,http://internal-drone-net/cam/drone_1/frame_00053400.jpg,120.1202,189.9339,28.31
drone_2,53400,-0.0101,0.0016,-2.0863,5.1312,28.01,0.1891,0,-1,http://internal-drone-net/cam/drone_2/frame_00053400.jpg,114.914,239.5934,28.01
drone_1,53500,0.0496,-0.0123,-2.0532,5.1267,21.36,0.9732,0,11,http://internal-drone-net/cam/drone_1/frame_00053500.jpg,119.8646,189.5041,21.36
drone_2,53500,-0.0127,-0.0185,-2.1009,4.9685,33.16,0.0086,0,-1,http://internal-drone-net/cam/drone_2/frame_00053500.jpg,114.6585,239.1637,33.16
drone_1,53600,0.0259,0.002,-2.0717,5.0681,31.34,0.9736,0,11,http://internal-drone-net/cam/drone_1/frame_00053600.jpg,119.6091,189.0743,31.34
drone_2,53600,0.0156,0.0222,-2.089,4.5929,29.99,0.0331,0,-1,http://internal-drone-net/cam/drone_2/frame_00053600.jpg,114.403,238.7339,29.99
drone_1,53700,0.019,-0.021,-2.0653,4.9509,33.02,0.9606,0,11,http://internal-drone-net/cam/drone_1/frame_00053700.jpg,119.3536,188.6445,33.02
drone_2,53700,0.0036,-0.0042,-2.1103,4.8729,21.36,0.0771,0,-1,http://internal-drone-net/cam/drone_2/frame_00053700.jpg,114.1474,238.3041,21.36
drone_1,53800,-0.0283,-0.0043,-2.0645,5.1623,27.94,0.9876,0,11,http://internal-drone-net/cam/drone_1/frame_00053800.jpg,119.098,188.2148,27.94
drone_2,53800,0.0037,-0.006,-2.1194,5.0625,24.26,0.1323,0,-1,http://internal-drone-net/cam/drone_2/frame_00053800.jpg,113.8919,237.8744,24.26
drone_1,53900,0.0058,0.0111,-2.1422,4.9919,27.92,0.9725,0,11,http://internal-drone-net/cam/drone_1/frame_00053900.jpg,118.8425,187.785,27.92
drone_2,53900,0.0135,-0.0032,-2.1282,4.947,25.21,0.2166,0,-1,http://internal-drone-net/cam/drone_2/frame_00053900.jpg,113.6364,237.4446,25.21
drone_1,54000,-0.0265,0.0168,-2.1155,4.7666,29.83,0.9613,0,11,http://internal-drone-net/cam/drone_1/frame_00054000.jpg,118.587,187.3552,29.83
drone_2,54000,0.0102,-0.0341,-2.1244,5.0061,26.56,0.1202,0,-1,http://internal-drone-net/cam/drone_2/frame_00054000.jpg,113.3808,237.0148,26.56
drone_1,54100,0.0165,-0.0187,-2.1022,5.086,27.36,0.9667,0,11,http://internal-drone-net/cam/drone_1/frame_00054100.jpg,118.3314,186.9255,27.36
drone_2,54100,-0.0378,0.0131,-2.1091,4.9893,29.46,0.145,0,-1,http://internal-drone-net/cam/drone_2/frame_00054100.jpg,113.1253,236.585,29.46
drone_1,54200,-0.0072,-0.0141,-2.0889,4.8338,31.65,0.9647,0,11,http://internal-drone-net/cam/drone_1/frame_00054200.jpg,118.0759,186.4957,31.65
drone_2,54200,-0.0291,0.0118,-2.1016,5.0711,23.78,0.161,0,-1,http://internal-drone-net/cam/drone_2/frame_00054200.jpg,112.8698,236.1553,23.78
drone_1,54300,-0.0191,-0.0282,-2.121,4.9733,26.82,0.9607,0,11,http://internal-drone-net/cam/drone_1/frame_00054300.jpg,117.8204,186.0659,26.82
drone_2,54300,-0.0262,-0.0189,-2.0907,4.8638,31.25,0.0552,0,-1,http://internal-drone-net/cam/drone_2/frame_00054300.jpg,112.6142,235.7255,31.25
drone_1,54400,-0.0157,0.0214,-2.1231,5.0347,32.32,0.9715,0,11,http://internal-drone-net/cam/drone_1/frame_00054400.jpg,117.5648,185.6361,32.32
drone_2,54400,-0.0219,0.0325,-2.0837,4.9473,28.39,0.2361,0,-1,http://internal-drone-net/cam/drone_2/frame_00054400.jpg,112.3587,235.2957,28.39
drone_1,54500,0.0105,0.0085,-2.0896,4.8947,27.14,0.9947,0,11,http://internal-drone-net/cam/drone_1/frame_00054500.jpg,117.3093,185.2064,27.14
drone_2,54500,-0.0421,0.0016,-2.1011,4.8141,27.11,0.2115,0,-1,http://internal-drone-net/cam/drone_2/frame_00054500.jpg,112.1032,234.866,27.11
drone_1,54600,-0.0016,-0.03,-2.0849,5.1463,21.61,0.9628,0,11,http://internal-drone-net/cam/drone_1/frame_00054600.jpg,117.0538,184.7766,21.61
drone_2,54600,-0.0106,-0.0293,-2.0944,5.1091,28.53,0.1046,0,-1,http://internal-drone-net/cam/drone_2/frame_00054600.jpg,111.8476,234.4362,28.53
drone_1,54700,-0.0152,0.0212,-2.0886,5.0245,27.74,0.9971,0,11,http://internal-drone-net/cam/drone_1/frame_00054700.jpg,116.7982,184.3468,27.74
drone_2,54700,-0.0234,-0.0429,-2.1094,5.216,26.79,0.182,0,-1,http://internal-drone-net/cam/drone_2/frame_00054700.jpg,111.5921,234.0064,26.79
drone_1,54800,-0.0033,0.0272,-2.0757,5.1868,32.5,0.9957,0,11,http://internal-drone-net/cam/drone_1/frame_00054800.jpg,116.5427,183.9171,32.5
drone_2,54800,-0.0059,0.0121,-2.0629,5.0463,33.0,0.0217,0,-1,http://internal-drone-net/cam/drone_2/frame_00054800.jpg,111.3366,233.5767,33.0
drone_1,54900,-0.0077,0.0148,-2.102,4.9982,32.24,0.9655,0,11,http://internal-drone-net/cam/drone_1/frame_00054900.jpg,116.2872,183.4873,32.24
drone_2,54900,-0.0044,-0.0079,-2.111,5.0142,25.42,0.0843,0,-1,http://internal-drone-net/cam/drone_2/frame_00054900.jpg,111.081,233.1469,25.42
drone_1,55000,-0.0248,-0.0196,-2.0482,4.7597,28.06,0.9863,0,11,http://internal-drone-net/cam/drone_1/frame_00055000.jpg,116.0316,183.0575,28.06
drone_2,55000,0.025,-0.0353,-2.1165,4.8438,27.65,0.2034,0,-1,http://internal-drone-net/cam/drone_2/frame_00055000.jpg,110.8255,232.7171,27.65
drone_1,55100,-0.0077,0.036,-2.4065,5.0227,22.75,0.9842,0,11,http://internal-drone-net/cam/drone_1/frame_00055100.jpg,115.5178,182.4147,22.75
drone_2,55100,-0.0064,-0.0089,-2.0785,4.9953,29.61,0.1309,0,-1,http://internal-drone-net/cam/drone_2/frame_00055100.jpg,110.57,232.2873,29.61
drone_1,55200,0.0067,0.0057,-2.3396,4.8606,21.54,0.962,0,11,http://internal-drone-net/cam/drone_1/frame_00055200.jpg,115.1716,182.0539,21.54
drone_2,55200,-0.032,0.0067,-1.0387,5.0602,24.78,0.1428,0,-1,http://internal-drone-net/cam/drone_2/frame_00055200.jpg,110.6785,231.5886,24.78
drone_1,55300,0.0147,0.0062,-2.3076,5.0198,35.29,0.0624,0,-1,http://internal-drone-net/cam/drone_1/frame_00055300.jpg,114.8255,181.6931,35.29
drone_2,55300,0.0114,-0.0029,-0.9986,5.2475,22.98,0.1224,0,-1,http://internal-drone-net/cam/drone_2/frame_00055300.jpg,110.9547,231.1718,22.98
drone_1,55400,0.0113,-0.0093,-2.3414,4.982,33.48,0.0518,0,-1,http://internal-drone-net/cam/drone_1/frame_00055400.jpg,114.4793,181.3324,33.48
drone_2,55400,-0.0086,-0.0156,-0.9984,4.9384,30.7,0.1345,0,-1,http://internal-drone-net/cam/drone_2/frame_00055400.jpg,111.2309,230.755,30.7
drone_1,55500,-0.0426,0.0048,-2.3018,4.7943,20.03,0.0292,0,-1,http://internal-drone-net/cam/drone_1/frame_00055500.jpg,114.1331,180.9716,20.03
drone_2,55500,-0.0198,-0.0352,-0.9966,5.0115,33.76,0.1485,0,-1,http://internal-drone-net/cam/drone_2/frame_00055500.jpg,111.5071,230.3382,33.76
drone_1,55600,0.0157,0.005,-2.297,4.92,29.62,0.0851,0,-1,http://internal-drone-net/cam/drone_1/frame_00055600.jpg,113.787,180.6108,29.62
drone_2,55600,0.0141,0.0372,-1.006,4.8851,30.01,0.0458,0,-1,http://internal-drone-net/cam/drone_2/frame_00055600.jpg,111.7833,229.9214,30.01
drone_1,55700,0.0159,0.0253,-2.355,4.7879,26.61,0.0354,0,-1,http://internal-drone-net/cam/drone_1/frame_00055700.jpg,113.4408,180.25,26.61
drone_2,55700,-0.0189,0.006,-0.9665,5.1792,34.73,0.1155,0,-1,http://internal-drone-net/cam/drone_2/frame_00055700.jpg,112.0596,229.5046,34.73
drone_1,55800,0.0185,-0.0148,-2.3403,5.0361,21.89,0.1125,0,-1,http://internal-drone-net/cam/drone_1/frame_00055800.jpg,113.0947,179.8892,21.89
drone_2,55800,-0.0082,0.0132,-0.9963,5.1572,23.66,0.0753,0,-1,http://internal-drone-net/cam/drone_2/frame_00055800.jpg,112.3358,229.0879,23.66
drone_1,55900,-0.0117,-0.019,-2.3746,5.0484,30.55,0.0501,0,-1,http://internal-drone-net/cam/drone_1/frame_00055900.jpg,112.7485,179.5284,30.55
drone_2,55900,0.0103,0.0014,-0.9758,4.832,26.38,0.2006,0,-1,http://internal-drone-net/cam/drone_2/frame_00055900.jpg,112.612,228.6711,26.38
drone_1,56000,0.0013,0.0136,-2.3862,4.6567,30.66,0.0023,0,-1,http://internal-drone-net/cam/drone_1/frame_00056000.jpg,112.4023,179.1676,30.66
drone_2,56000,-0.008,0.0202,-0.9772,4.8603,27.3,0.0729,0,-1,http://internal-drone-net/cam/drone_2/frame_00056000.jpg,112.8882,228.2543,27.3
drone_1,56100,-0.0171,-0.0256,-2.3379,5.0844,27.08,0.0141,0,-1,http://internal-drone-net/cam/drone_1/frame_00056100.jpg,112.0562,178.8068,27.08
drone_2,56100,-0.0019,0.0197,-0.9678,4.8704,24.68,0.0099,0,-1,http://internal-drone-net/cam/drone_2/frame_00056100.jpg,113.1644,227.8375,24.68
drone_1,56200,0.0224,-0.0062,-2.3086,4.8236,33.9,0.0326,0,-1,http://internal-drone-net/cam/drone_1/frame_00056200.jpg,111.71,178.446,33.9
drone_2,56200,-0.0077,-0.0103,-0.977,4.9125,28.39,0.1719,0,-1,http://internal-drone-net/cam/drone_2/frame_00056200.jpg,113.4406,227.4207,28.39
drone_1,56300,0.0208,-0.0133,-2.3561,5.1265,30.7,0.1572,0,-1,http://internal-drone-net/cam/drone_1/frame_00056300.jpg,111.3638,178.0852,30.7
drone_2,56300,-0.0069,0.0011,-0.9846,5.0863,26.79,0.1025,0,-1,http://internal-drone-net/cam/drone_2/frame_00056300.jpg,113.7168,227.0039,26.79
drone_1,56400,0.0067,-0.0193,-2.3082,5.0903,33.02,0.2382,0,-1,http://internal-drone-net/cam/drone_1/frame_00056400.jpg,111.0177,177.7244,33.02
drone_2,56400,-0.0006,0.0126,-0.9946,4.9331,26.64,0.076,0,-1,http://internal-drone-net/cam/drone_2/frame_00056400.jpg,113.993,226.5871,26.64
drone_1,56500,-0.0199,-0.0147,-2.3182,4.8328,22.41,0.1678,0,-1,http://internal-drone-net/cam/drone_1/frame_00056500.jpg,110.6715,177.3637,22.41
drone_2,56500,-0.0195,-0.0295,-1.005,5.2461,34.56,0.083,0,-1,http://internal-drone-net/cam/drone_2/frame_00056500.jpg,114.2692,226.1704,34.56
drone_1,56600,-0.0098,0.0282,-2.3982,4.8968,27.44,0.0393,0,-1,http://internal-drone-net/cam/drone_1/frame_00056600.jpg,110.3253,177.0029,27.44
drone_2,56600,0.0043,0.0237,-1.0448,5.1956,27.85,0.0824,0,-1,http://internal-drone-net/cam/drone_2/frame_00056600.jpg,114.5454,225.7536,27.85
drone_1,56700,-0.046,-0.0074,-2.3277,5.0588,33.62,0.1062,0,-1,http://internal-drone-net/cam/drone_1/frame_00056700.jpg,109.9792,176.6421,33.62
drone_2,56700,-0.0067,-0.0021,-1.029,5.1559,35.74,0.1604,0,-1,http://internal-drone-net/cam/drone_2/frame_00056700.jpg,114.8216,225.3368,35.74
drone_1,56800,-0.0023,-0.0521,-2.3365,5.0344,28.88,0.0194,0,-1,http://internal-drone-net/cam/drone_1/frame_00056800.jpg,109.633,176.2813,28.88
drone_2,56800,0.0112,0.0392,-0.9908,5.2503,28.45,0.0135,0,-1,http://internal-drone-net/cam/drone_2/frame_00056800.jpg,115.0979,224.92,28.45
drone_1,56900,0.0199,-0.0238,-2.3772,5.0859,30.88,0.0081,0,-1,http://internal-drone-net/cam/drone_1/frame_00056900.jpg,109.2868,175.9205,30.88
drone_2,56900,-0.0056,0.0048,-0.9449,5.0935,25.56,0.2216,0,-1,http://internal-drone-net/cam/drone_2/frame_00056900.jpg,115.3741,224.5032,25.56
